content,datetime
Do you guys have a date yet when this game will be released for iOS?,2020-07-04 01:06:30
Love this post. It's a good to know info. But if I may also ask if you can add the attack speed of each immortals to their attributes Info. Thanks,2020-07-03 22:59:07
Keep safe everyone enjoy playing,2020-07-04 11:31:23
They should reduce the consumption of AP or make it atleast 50 each attack even if its too far...the only matters here is time,2020-07-05 21:01:42
This no good at all why they nurf MEDB if you can easily counter him by using Joan,2020-07-05 20:56:03
"This players are not thinking what they are trying to request ..nurfing medb for what ,you can counter him by using joan of arc",2020-07-05 20:57:17
When your guys open servers for NA😔,2020-07-04 11:06:41
KVK every wek ..,2020-07-04 11:13:21
nerfed medb.. :) nice,2020-07-04 11:12:03
There are some bugs in s1 kindly fix it,2020-06-28 13:52:18
Cant log-in on s2. What seems to be the prob? I have good internet connection naman.  Thanks.,2020-06-29 13:14:01
What can STICKERS do when your game is full of BUGS???? 😂😂,2020-06-29 13:21:49
if it has finished maintenance please let us know,2020-06-29 13:53:37
Please fix this... Wrong spelling..,2020-06-29 12:44:11
Kindly Give more Event on S1.,2020-06-28 17:24:07
It be awesome if we could choose our own avatar and pick names for our dragons,2020-06-30 06:32:54
"If it will helps you prevent bugs from happening, take your time. Its better to have a long maintenance but good gaming experience than a short one but full of errors",2020-06-03 20:00:23
100 gems per hr of mainte is fair enough,2020-06-03 21:20:37
I think Helen is crying because she was nerfed. 😋,2020-06-03 20:15:57
Additional compensation please..,2020-06-03 20:15:19
I agree 2k gem compensation 😂😂,2020-06-03 19:30:40
I was expecting 500gems. But you gave us more than 7k.. thanks,2020-06-03 22:49:18
2k gems compensation,2020-06-03 19:34:06
everytime always nerfen,2020-07-04 17:27:54
"Nerf Immortal with  Shield Buff Skill please, too strong for Arena.",2020-07-06 18:26:45
Ok... nothing that a dragon's egg from the Sun will not solve. 🤗😬,2020-06-03 19:54:15
3hrs??? again??? why???,2020-06-03 19:48:12
it's ok as long as we have a smooth transition to v2. more power to you IK devs! 👍,2020-06-03 20:22:20
Its OK,2020-06-03 19:32:49
new server ?,2020-06-03 22:50:41
Release the freaking server 2 now and stop bluffing,2020-06-03 19:58:39
2k gems compe,2020-06-03 19:24:32
s2 please,2020-06-03 20:03:13
"Nice and great effect and 3d animation congrats for improvement 

I wish all epic immortal can buy in market",2020-07-06 15:26:15
"Please impove the world map graphics and make free troops movement on world map similar to rise of kingdoms, except for this two everything else is great in this game",2020-07-04 09:23:03
Don't forget to fix this. 😅😅,2020-07-03 18:27:56
When will they update the game's translation.,2020-07-05 09:46:30
I hope the ap and sp in daily quest can be stored just like before.,2020-07-04 05:06:16
and this fix it... hw i can win this?? look her troops so many mis match arena wtf,2020-07-04 07:35:53
"please bring back the 24hrs speed up :( 
and can be bought using purple stones .",2020-07-03 18:09:50
Please bring back the daily soul crystal reward thanks😊,2020-07-03 18:49:51
Nice graphics,2020-07-03 19:22:09
Alan Welch,2020-07-04 04:13:57
Please bring back memories bring back you.. lalala lalaaaaa,2020-07-03 20:10:18
if there is a way i can play this in pc pls inbox me how cause i lost my phone and dont think am getting a new one soon,2020-07-05 10:19:53
"xxxxxxxxxx

I would like to know who's the best partner of Yi Seong-Gye and also the recommended battle formation. Thank you 😊",2020-06-18 14:08:17
"xxxxxxxxxx
Norheim server 1
Hi there. I'm more interested to know Saladin's skill. It says there that ""inflict physical damage multiple times"" how many hit will that be? Was it an aoe attack like Siegfried? But the damage rate is kinda low compare to other aoe skill, so I'm kinda curious😊",2020-06-19 01:28:01
"xxxxxxxxxx..
Server: Norheim-0002
I would like to know the FF: C, E and F for william I and ashoka..
My idea is can you remove the limit of buying AP and SP.. And put some battle exp in shop that can buy in gems..",2020-06-18 15:54:19
"Hi, what is your recommended battle formation for William I? What are the skills he'll b most powerful? Will it apply to all cavalry too? Thankyou!  
xxxxxxxxxx
Norheim-001",2020-06-18 18:39:58
"xxxxxxxxxx
Norheim-0002
I would like to know which heroes are good to pair with harald III and to which heroes is he weak from? Thank you. I also want you to know that it will be better to bring the ap back when there is no battle made or reduce the ap spent by half.",2020-06-18 16:33:10
"xxxxxxxxxx
Norheim 0001
I would like to know if king Arthur's and Saladin are good combination for battle",2020-06-18 18:27:33
I don't have any of the immortals provided in this event. I guess this event is not for everyone. Waste of time to know them from you when we don't have them. How can we trust you with tips when you are not even playing the game.,2020-06-18 15:35:31
I can't get into the game,2020-07-08 05:29:00
"To be honest, i prefer the voice line before update. Example Attila, ""My Empire is Supreme"". That voiceline before update is cool, after update Its feel off. There is no emotion like previous voiceline.",2020-07-07 23:16:40
Already launched global?,2020-07-07 17:48:53
"xxxxxxxxxx
Norheim-002
Hello~
I would like to know recommend pairing and battle formation for William I and Harald III.",2020-06-18 15:28:27
"xxxxxxxxxx
Norheim-0001
Hello!
I would like to know who is the best pairing partner for  Yi Seong-gye? I just acquired him recently. Thank you.",2020-06-18 13:32:02
"xxxxxxxxxx norheim server 2
I would like to know who is the best partner for ashoka",2020-06-18 13:35:28
"xxxxxxxxxx 
I'd like to know who's the best pairing immortal with Ye Seong-gye and skill combination as well",2020-06-18 14:03:50
"xxxxxxxxxx
Server 2
Yi seong-gye immortal pair, and skill combination please, 😊",2020-06-18 15:26:57
"I would like to be able to see the class and element of the gnomes I am fighting, it is hard to know what to use as a counter from the report without this information.

Also wondering if there will be a server 3?",2020-06-19 05:18:53
"xxxxxxxxxx
Norheim-0002
Loved the game so far... My only problem has been getting immortal soul crystals... 
Would love to know at what skill level a legendary can replace a 3 or 4 skilled purple immortal... Thank you ☺️",2020-06-19 07:57:38
"xxxxxxxxxx
william I or harald are the best front.
you can get them both with two healers supporting them will kick all asses.",2020-06-18 17:04:55
"xxxxxxxxxx
Norheim-0002
Whose can pairing or partner of asoka",2020-06-18 18:40:04
"xxxxxxxxxx
Norheim-0001

What's the best immortal to pair with William I?",2020-06-19 08:17:07
"xxxxxxxxxx
Server 2

To all commander, i would like to know what is the use of APTITUDE in commanders attributes, during battle. 

I suggest you put description on each attributes.",2020-06-18 16:36:23
Yi Seong-gye's Immortal Pair and Skill Combination please. Thank you. 😉,2020-06-18 15:24:51
"I know who is best partner for Saladin!! Its his Bestfriend and Pal Richard I the lion heart.. 😂😂😂

Bestfriend Power all the way!!

By the way shoutout to GR and GHO Alliance!!

xxxxxxxxxx
Server 2",2020-06-18 16:06:14
"xxxxxxxxxx
Norhem-0002
Hello
I like all this hero , us hero so over power , update more for much player",2020-06-18 15:24:31
"xxxxxxxxxx
Norheim 1
Best partner for saladin and his weaknesses ang strengths",2020-06-18 15:20:09
"xxxxxxxxxx
Server 2 - Ydvia
Want to know recommended 2nd and 3rd skill for Yi Seong-gye

I have an idea. If you can incorporate a friendly battle amongs alliances member, just to test our immortal team build and for us to be more entertain while we wait for a long construction of building. Also add an option for us to see other's player equipment.",2020-06-18 15:38:16
"I choose G cause i have a SHINING SHIMMERING IDEA, why not make the game official? You're the only game that i've played so far with 2 beta servers, why is that? 😎😎😎😎",2020-06-18 15:11:21
Try Emperor Charlesmagne-SCHOOL-ELIZABETH-SIEGFRIED ...,2020-06-18 16:04:52
The game is updated again,2020-07-13 20:31:55
"Hello, very good optimization and improvements in graphics but I hope you consider the recommendation that I gave to give more freedom of movement to the players on the map that will make the difference and position this game among the best",2020-09-06 15:15:51
I look forward to yet another step up in visuals,2020-09-06 00:07:24
nice..Pity i Quit.,2020-09-06 11:59:03
When is the new update coming?,2020-09-06 12:49:35
"what is the date for the global launch.?
I can't wait to get here in Brazil",2020-07-06 22:38:30
is there a new server for new player?,2020-07-06 13:32:08
Defeating gnomes should also give speed ups and rss rewards.,2020-07-06 21:15:28
It said app is available in India... You meant will be available after update.? Cos it's not available in India yet..,2020-07-06 17:42:16
Is it 6 hours maintenance..?,2020-07-07 19:24:11
"please check immo YSG,skill transfer effect does not appear anymore after update.. thanks",2020-07-06 21:30:35
Emp numba wan!!!,2020-07-07 16:49:20
After 2 hours people dont care about the updates no one wants to comments and share thoughts so i write FIRST COMMENT.,2020-07-07 14:33:48
"Live the battles, and love what you see",2020-08-02 00:30:06
"William 1+7????
Why not william 8",2020-07-07 17:27:24
"i want to see it..,",2020-07-07 17:13:16
Game of Thrones Winter is  Coming is awesome game. try it!!,2020-07-22 17:59:54
when was this? lol// seriously.. no announcement?,2020-07-22 17:23:31
Really?!!! A third server?,2020-07-22 17:19:09
wow .. time to change.. haha,2020-07-22 19:04:59
Why do you have to create another beta server instead of officially launching the game globally? Isn't it enough to have 2 beta servers?,2020-07-22 17:36:52
people haven't even enjoyed the second server yet. Hahahaha. EMP numba wan !!!!,2020-07-22 17:59:25
iOS yet?,2020-07-23 06:07:43
Please one for Sudamericana,2020-07-25 01:02:20
"Hello, the game is very good, I just wish they didn't have to return the troops to my city before sending them back to another congregation, my main question is whether the progress will be saved to the official version or if it will be lost, I think that it would be the fairest thing, that we all start from scratch. Greetings!!",2020-07-28 06:15:18
